rating,review_description,hotel_UUID,review_UUID
82.0,Staying in Al Rigga since years when a stop over is due. Easy acces by Metro to hotel. Great breakfast busset for approx 10 USD. Helpful team there. Will stay again.,04bbd385-02bb-4db8-86ad-732e365f10cc,2e80e4ea-672e-4600-a652-be20267af5b2
88.0,Isot siistit huoneet  kylppärissä mm. hammasharjat ja muut tarpeelliset tuotteet. Kävelymatkan päässä ravintoloista  kauppoja lähellä. Ystävällinen palvelu ja henkilökunta.,81ecc114-e626-4216-8903-a84b7dfae7da,8a763407-3e06-4ab8-8f60-1646bc933ab2
88.0,Would recommend to everyone,e59bc813-2105-4a3c-a247-778699704ea5,88b1df0b-e0db-4bc5-82f0-c82250e27e90
74.0,Standort war sehr gut. Mit Personal nichts zutun gehabt.aber sind nette Leute. Zimmer war immer sauber.pool war sauber . Pool meister ear war super freundlicher.,11544a0b-9f07-4ff0-bda7-e3770c3f8502,c86b7b11-c0ce-402f-9518-e2a04448de72
82.0,Alles vond ik wel tussen voldoende en goed  maar de house keeping geef ik een onvoldoende! Ik vond dat de kleed helemaal niet gestofzuiger werd de touwtjes   stof of haren lagen precies op zelfde plek! De concierge waren wel behulpzaam.,d0a41009-d175-4920-9230-2f27ce99aea2,bcad133c-65a4-498b-82cc-0ccaec16b47b
96.0,We had a great stay at Al Bandar Rotana hotel. Staff were friendly  and always run the help and support during our 12 night stay. Location was perfect for us  also there are 3 route bus route available free at hotel which was save Timeand money.,cb218c36-3000-43bc-8eff-ea68faab2d51,4203b550-6f06-4d26-946f-a35a40080886
90.0,Super toller aufmerksamer Service. Schöne Rooftop-Poolanlage.,670ae62f-89ac-4b46-b6df-5ef4daecebba,2261637a-11da-4e82-9011-896a452c07c3
70.0,“I was really disappointed with the hotel room service during my stay. First  there was no hot water in the shower  which made for a very uncomfortable experience. The TV didn’t work properly either  making it hard to relax in the room. I also requested ice  but they completely forgot about it. Overall  the service was subpar and didn’t meet my expectations. I hope the hotel can address these issues for future guests.”,33226a1c-e88a-4d91-af33-480d8934de10,526e074f-2b4c-40df-9414-fb7ee0e510a1
92.0,Wir hatten das Hotel als Zwischenstopp auf dem Weg zu den Niagarafalls für eine Nacht gebucht. Das Hotel macht einen sehr gepflegten  sehr sauberen und neuen Eindruck. Die Zimmer empfanden wir als ausreichend groß. Eine sehr laute Klimaanlage und nur mäßig bequemen Betten  trübten den Blick ein wenig. Das complementary Breakfast war ok. Alles in allem ein empfehlenswertes Hotel.,9003892c-0cc7-477b-84b7-ea06c31a136b,0b3bd1eb-63ec-4790-98fb-1a227055b0ce
76.0,Awful place do not stay here. It was empty and obvious why,42a6efd5-4525-44e1-bab8-727117b51c45,90c3f4e0-9072-40cc-8c5b-ffff8e39e0b6
82.0,We had a problem with the bathroom door locking when we closed the door. It looked like it had an issue previously because the door handle looked like it was popped off. When we arrived it was so cold in the room  it took a few hours to warm the room up. I understand trying to save hydro but this was a huge problem because we had to leave to get it warm. It was warm enough around 7ish to take our winter jacket off. This is my second time to this inn. The staff is always fantastic  helpful and pleasant to talk to.,db1fa5a3-7fcc-4e98-92eb-6227b788b5c4,921a6442-8c2d-45c8-8c35-aae446f95fc0
78.0,The door to my room didn't work properly but I was told it was a known issue. Apparently known issues don't get resolved at this hotel,b4963a1c-90ea-41f6-8083-63c9f61bab95,3d33ef8f-13ac-40b4-909c-a6eb81ffb107
86.0,Modern und sauber. Freundliches Personal. Das Motel liegt ruhig aneignet Einfallsstrasse.,3710be8f-69cc-432f-be68-482ab45ed5ac,2b3d9ca2-f212-4f72-b2d1-fa7ea0bbbc2b
94.0,Great property. Newly renovated rooms. Only 1 chair and only a small trash can. Adding a small table and microwave would be great additions!! Property is located on the snowmobile trails. Will be staying here in future trips!!,3fa03581-5578-4935-8b70-754493f89941,1824c6e3-6f0e-48ca-bb98-7f883c3f047f
82.0,Its ok,5345944a-6ae8-4048-bf78-450372f432a3,9eadbb81-c54e-4305-8a15-cc36fb65337f
80.0,very nice and respectful people and amazing rooms !!,126a4039-3520-4bf9-8854-994db942bda8,498105c7-1e3f-44ef-a931-6cd1ff54a0bf
66.0,bathtub couldnt holwwater ice machine broke pool closed,49e29a55-11bc-4b53-9d03-3ea8fb2b91dc,2115f91e-0844-4672-b96e-98eb9d22466a
84.0,The front receptions was fantastic. She was friendly and informed use there was a shuttle to nearby sports bar. The shuttle driver was amazing driped us off and picked us up no waiting friendly and made us very comfortable .He made our stay memorable,a00be41e-ac76-494a-bca5-461d0a2edc08,f27650c7-4265-49d6-a0e1-53e77fd3f5f6
90.0,The hotel was most definitely the cleanest iv been to. The staff was very nice! The breakfast was amazing! There was choices for everyone! Most importantly everything was very clean and the staff were amazing,520ab508-bfc9-4200-9eb1-646afb5f6ac2,030211c3-2248-41fe-bd66-d454cfc7b9e4
92.0,Leider hatte ich zu wenig Zeit  um dieses sehr schöne Hotel etwas mehr zu genießen.,b7e07522-81f8-4bae-92cc-7295bb8156bb,424ae0c6-94bc-43fd-8452-1ff7408cb7d5
92.0,Very friendly staff,04320be1-7cbf-4632-8480-644d246a5dcc,76ffc5d5-3455-43e9-b810-8f4bccafa5d3
88.0,Das Personal war sehr freundlich. Die Zimmer sehr sauber! Die Einrichtung ist ziemlich in die Jahre gekommen  die Klimaanlage so laut  dass man sie über Nacht ausschalten muss.,b58b345c-0350-414a-80e1-0ff82f690a6e,88261a7e-8274-4bb9-9d47-37104e54fb98
72.0,It was nice and clean and I would stay there again. I just wish they have more queen beds me and my husband are rollers and tossing and turning was funny a hell. But good.,2a986aa9-d60e-4d32-833f-2d93e04389a4,3d7723a6-8fd1-4093-ad5b-9be289f2a8e2
92.0,Die Zimmer im dritten Stock waren noch die älteren. Ansonsten alles gut.,b12a7826-dba6-4725-a309-6ddf00882389,b85585ae-b76a-4ba7-9bdc-8a3b2b8b0899
94.0,Excellent,4daf1991-cc8c-4b35-a889-f9e79f3d5056,2627da79-fe4f-4fa3-bea9-e8dfd6967e1f
80.0,Very nice and quiet,95140d83-a7a3-4b3d-8c1a-8119867f6b22,ab654478-6ee1-487f-a3ff-6e3bd9a19dc4
80.0,We always stay here...its well located and safe. Staff is nice and helpful. Haply to go back to this Ramada in Watertown!,b533943b-c279-4ca6-90f5-c888033cf946,0b75d354-66ba-4770-9109-4f86e88d3c5a
70.0,Service was excellent  room was clean  bed was comfortable and the rate was great. What more can you ask for!?,8e588288-2524-42dc-a456-2a9b0c88c9fa,f41591c6-4a07-4b10-9a75-83e6f028d0ba
98.0,Would recommend to everyone,a2368fd7-41b1-4d47-a0fc-47a043135f64,fc062e3d-d0bc-4037-9b46-89c68002df31
85.0,Stay is comfortable and just good,ef1a00f9-7195-4ef0-a39a-7da6f07e524c,3b1c3adf-ed73-491e-a001-5102548b3c59
76.0,very nice and respectful people and amazing rooms !!,d0e0b227-be94-4127-8456-a1b69ff2630a,eac6c14e-5b9f-43f3-bad9-3a1a6a96b7d7
71.0,Stay is good and just perfect,2e6fbf3c-1960-451c-95c4-494b7ebcd935,0a07c8d3-bf8a-4393-9b2e-820d92a586b0
85.0,very good stay,603caa3c-c243-4bf3-a8cc-c89925ad6fcd,2adae50f-d338-439a-92e2-e730036e1c88
83.0,liked the comfort and the cleanliness of the room,9e2324e5-fd9e-450a-a10d-0d0ac6fba17e,ca8ae16b-0ba9-42b8-abfa-b083ff83d8cf
77.0,Very nice and quiet,fc9265b3-d190-4e91-b62c-0ba1bf3aaeaa,af9aec9e-2300-47bd-8c25-dc4573931407
70.0,Stay is good and just perfect,617cc0f0-c4d5-4e50-980d-cc0fe71a2091,02f50231-1089-4bbc-b686-dd240ecacc0a
65.0,good stay,09cfae03-7ac4-409d-bb04-d5f7c2b35a02,6b522494-85ec-4aad-b8ad-fbcad339625e
70.0,like list to be updated,4939ed6d-772d-4b54-8af9-19e76c983d62,9554ff6e-93db-4858-ae72-3b79a13762ab
86.0,Would recommend to everyone,309280fb-afec-444e-aa87-c74364742a6f,0c8be897-d1b0-464e-b22f-5abb2cc6250e
70.0,very good atmosphere,7f17ac21-3ffd-42d2-9a0a-60f3548e28ff,d6adefe1-8988-46d1-90f1-15a6380defeb
80.0,good stay,13be0c46-8e1b-490a-bca0-fdb4038dd9a1,9269499f-d0ef-45e6-8d19-113d0ff3f6b1
79.0,Stay is good and just perfect,930e026f-339f-4170-b0ef-fd974f5cbff7,9977154a-07eb-4969-8346-88a42fe80b38
83.0,comfortable stay,46dafc84-d7ed-4491-89b7-1532f7c7a2e2,9da9ff0a-d893-404e-84f8-b76d354a124f
96.0,clean and comfortable at its best,11d3dce0-3050-4511-939f-d54b30a1c0b0,3b78d087-9f14-4dfd-9bc8-fba32a5b3f8d
90.0,Alles bestens!,8e049802-ae55-46af-b4b4-3ff091fc585d,2d696a7e-cd50-4e35-9040-ce9037f30e65
85.0,enjoyed the ambience and the staff were very friendly,0f8c8f0d-4040-40c6-8f15-121cbb74677d,276c457c-9bb8-418d-ae33-fabc6f560b67
96.0,Nice interior design. Great breakfast. However  the Hotel ist sutuated in a busy car intersection with a noisy construction Site. Tough luck!,2947bd3e-303f-4a61-b5bc-7b716d046317,891564f1-b32b-45bd-9f79-9b4a244670b9
96.0,Tolles Boutique Hotel in genialer Lage. Alles fußläufig erreichbar und super Restaurants in der Umgebung. Der Service war grandios  hilfsbereit und immer freundlich. Nett war der kleine Cava Empfang beim Check-In!,6d88875c-24a2-4ef2-9933-44fd856da34d,bcf0c0cb-5c13-429b-8f36-cc79034f7233
94.0,Water in the room was tap water. Very not nice flavor. Restaurant service was not the best too.,b1014de5-e335-4862-9c41-6e56b9a2219c,670b31c2-a6e6-468f-97a8-57163c54299b
90.0,Das Hotel ist modern eingerichtet und liegt im Herzen von Madrid. Fußläufig ist die touristische Umgebung bestens zu erreichen. Die Metro-Haltestelle Noviciados ist nur wenige Meter entfernt und eröffnet weitere Möglichkeiten  Madrid zu entdecken. Das Frühstück ist gut und reichhaltig  lediglich die Kapsel-Kaffeemaschine ist für ein solches Hotel wenig nachhaltig und es dauert leider lange  bis der Kaffee fertig ist. Die Halbpension war alles in allem gut  die Speisen des Restaurants hingegen teilweise nicht zufriedenstellend. Auf eine freundliche Anmerkung  dass das Rindfleisch des Hauptgangs zäh und sehnig war wurde bis auf ein „sorry“ nicht weiter eingegangen. Die Mitarbeiterinnen und Mitarbeiter der Rezeption waren äußerst freundlich und hatten stets ein Lächeln auf den Lippen. Die Zimmer sind in der Tat klein  für Alleinreisende aber mehr als ausreichend. Die Dachterrasse ist wirklich atemberaubend. Leider hatte die Bar auf der Dachterrasse aus unerfindlichen Gründen während unseres Aufenthalts nicht geöffnet. Getränke durften jedoch aus der Bar im Erdgeschoss mit nach oben genommen werden.,3a5d8831-a4f9-4fb7-a057-f89c8b84eca3,7f423f48-b5bd-41ec-9b45-33f5e9022cc2
88.0,Good location  friendly staff. Main problem was the smell in the room. I tried to open the window (which went out to the internal yard) but the stench coming from the yard was even worse.,1fe95afd-0031-4deb-830a-4e1c216ec7e0,603edf1f-f1c5-4cc0-9f44-4fa3abe9c343
92.0,Bien localizado y buenas habitaciones,aa45f77a-53be-4857-9a3e-27b434ef6c8c,0c0c6a4e-8632-46c8-88e3-480e0a804c4c
86.0,"Ein einfach tolles Hotel in einem traumhaften historischem Gebäude.Tolles Zimmer mit einem sehr großem Bad. Sehr zentral an der Metrostation ""Alonso Martinez"" gelegen . Vom Flughafen aus perfekt zu erreichen .",cf4f6232-a411-444a-9687-bb0661f1f314,baeaccf9-d221-4ce8-8027-cb3d923f9478
92.0,War alles Super  wir kommen wieder.,4d4b8c19-644f-4cc9-a894-498782816cac,56f2e690-1577-4bbb-86b1-808504ff68b8
86.0,Optimales Preis-Leistungs-Verhältnis: sehr zentral  gerade renoviert  Dusche funktioniert tadellos  sehr freundliches  zuvorkommendes Service. Auf Anfrage Verwendung von Wasserkocher  Mikrowelle und Kühlschrank möglich.,8f63cb41-9305-47d1-a17f-f17eca1bdc55,3df2fc56-9bfe-48c2-a070-9bfd641dc570
10.0,The first time I ever stayed in Madrid that was not in a “hotel”and this place made me feel like I was living in Madrid. I know this area well as I have friends that lived close by  if you’re are walker like me you can cover most of the city in a few hours without using the metro. Great place !,226f247d-0d02-461f-a4fe-7f9d90420b73,5a7fcbbe-a9c7-4eb4-8672-d2120cd30380
92.0,Ich war sehr begeistert und das Zimmer war zudem sehr sauber  ruhig und gut ausgestattet. Es ist zwar kein Hotelzimmer und die Räumlichkeiten befinden sich auf einer Etage im Wohnhaus. Sehr zentral gelegen. Ein großes Dankeschön und Lob geht an die Mitarbeiter. Sie sind sehr freundlich  stets erreichbar und hilfsbereit.,73a329bb-13be-4f38-af60-d4fe2a0447d7,443d2cfb-cef1-4fd3-920e-6ec3b79b7b70
92.0,Der Staff war super nett. Das Hotel ist in Zentrum und ganz Nah. Die Verbindungen mit U-bahn auch hervorgarrend.,8595c3ca-dfa3-4504-93db-c6d817b0f3e2,a012a69d-6d9d-47dc-a164-60011433a159
86.0,Ein akzeptables Hostel in zentraler Lage.,833e7b81-d942-4bd7-b4b4-9723e055d9de,37291602-0616-446a-9dd3-bd8543a00a18
94.0,The accommodation is in an excellent location and everything is within walking distance. The communication and support were first class.,496ad794-acaf-4945-acfb-a89f6dd44589,8910eff5-f62f-47d4-ac79-42ecad9036bd
94.0,Good,2e6b9de9-6d4c-4838-9162-a6ebafcbfeee,4e89da1d-9f96-487d-a46a-8bfb5855582e
88.0,Wir hatten Glück und hatten ein Upgrade erhalten. Das Zimmer war mit Terrasse und glücklicher Weise  ohne Teppich. Ich war überrascht dass das Zimmer so Clean war...da ich das aus den anderen Motel one  andres kennen  alles mit Teppich  hinten am Bett Stoff  altes Design usw......was ich mir wünschen würde  wäre besserer Wasserdruck  da dieser gering war im obersten Stockwerk  Fahrstuhl mit Zugangskontrolle ,c427c7cd-e42a-47da-b7be-597af3d7aba6,2e8ebacf-429c-4b7f-9bd6-2a158315d15f
88.0,Super freundlich und hilfsbereite Empfangsdame.,164e03dc-4b68-4c51-ad5f-eeaed5f2684c,a87496ba-68f3-478c-b4a2-be2d77dc9bf5
88.0,Wunderschön eingerichtet und in unmittelbarer Stadtnähe. Tolle Frühstücksauswahl  freundliches Personal  saubere Zimmer,8e3b4d17-29ef-48a8-9001-1069bb6331b7,1ebcb64c-e3df-41d8-9a59-93cca663cb6a
88.0,Great location on a busy shopping street. Easy to walk to all the big sites. Hotel staff very friendly. Rooms a bit small. If staying with a friend be prepared to be very close. The bathrooms don't have a real door. The gym is very small- weights and 2 bikes. Would have liked a treadmill or cross trainer. The pool area is small than expected  but the views are amazing. Roof top bar was great! Breakfast was super- great food- a bit tight on the table space. Overall great hotel- except for the bathroom!,0cb20e92-63c5-4bca-9a33-64e393bb6023,9c629fac-091f-446f-a597-66ffb4b1d22b
82.0,Gute Hostal,1c1daa47-c65b-4481-b025-4f10bf32d2a9,c905b28e-1cfe-48c4-b4b8-c8fc9c126bdc
92.0,Top Lage!,1892345a-38e0-4653-86b6-1c509364dce2,e96dfcb4-0b35-46ea-b1b4-5ed1dff63a63
88.0,we stayed at HOTEL GRAN VERSALLES for the first time and were very pleased. the hotel is very well situated near ALONSO MARTINEZ tube station (take the santa barbara exit and it's a 2min walk) in a quiet little avenue. the staff were very friendly  and we got an upgrade as our room wasn't ready yet. the breakfast was euros 11.50 per person and you got everything you needed for a perfect start into the day  omelette  juices  water galore  fruits  vegetables  cheese and ham  jam and a vast array of bread and sweet nibbles. THE PRADO and the THYSSEN COLLECTION are only a few tube stations away and there is no shortage of nice little cafes and restaurants around- do go to have dinner at SANTANDERS  it's worth it. thanks for an unforgettable stay  we'll definitely come back! *SG&SF*,91dd54d7-3cb2-4205-b46b-b9656d1de69d,0e11d640-e995-4214-a1ab-1103972598b9
88.0,とても便利な所でした。,89ea532f-b614-4210-adbf-e1c9c4d6d32c,cb661c78-e5ba-44a3-bb69-393d8617906b
80.0,"Bis auf einen Vorfall waren wir mit dem Hotel zufrieden gewesen. Am ersten Morgen unseres Aufenthaltes wurden wir kurz vor 6:00 Uhr durch laute und lang dauernde Trampelschritte in der Etage über uns aufgeweckt und wachgehalten. Nach ca 20 Minuten ging meine Frau in das in der Etage über uns liegende Restaurant bat die Angestellte  die die Frühstückstische vorbereitete  nicht mit hochhackigen Schuhen alle in der darunter gelegenen Etage zu wecken. An unserem Abreisetag am 12.02.2019 gegen 10:00 Uhr bereitete eine unfreundliche Dame an der Rezeption unser Check-Out; kein Augenkontakt  kein Lächeln im Gesicht. Als wir ihr von dem o.g. Vorfall berichteten  reagierte sie völlig genervt und ungläubig. Anstatt sich zu entschuldigen  sagte die unfreundliche Dame  dass sie noch nie eine derartige Beschwerde gehabt hätten und würgte das Thema grimmig ab. Wir finden  dass eine solche Angestellte für die Rezeption mit Kundenkontakt nicht geeignet ist. Deshalb hat sie unsere Bewertung des Hotels negativ beeinflusst. Dahingegen  war an unserem Anreisetag am 10.02.2019 gegen 17:00 Uhr der junge Angestellte an der Rezeption äußerst freundlich und kompetent gewesen. Ansonsten hat das Hotel eine zentrale Lage und ist trotzdem sehr ruhig. Das 3-Bett -Zimmer ist geräumig und mit 3 ""echten"" bequemen Einzelbetten ausgestattet. Es war sehr sauber und gepflegt. Der einzige Nachteil ist: Der Raum mit Dusche und Toilette hat keinen Sicht- und Geräuschschutz sowie keinen eigenen Lichtschalter; man",20de48b4-bbc9-4626-87d1-33a14303502a,b44aa1ff-9c7a-4e5f-8ca2-5ec437f60924
96.0,Ein wunderbarer Ausgangsort um Madrid zu erkunden! Top gelegen  super sauber und gut ausgestattet! Einziger Nachteil bei Reisen mit noch kleineren Kindern  die auf der Ausziehcouch im Wohnzimmer schliefen  ist die nächtliche Lautstärke  die im vorderen Teil des Appartement mit unter ganz schön groß ist  da viele Bars und Clubs in direkter Nachbarschaft sind.,abace0a1-8b2c-4cae-b03a-24557ceae9f2,51f24aed-cce3-44f8-a694-85c7237e46ba
82.0,Klimaanlage laut  und kann keiner Fenster aufmachen  keinen frischen Luft.,0f058b2a-aed8-4cb5-9a2b-ad73fef1232a,b9c9c2dc-2794-4d17-a24f-62abbdff4ab5
76.0,Typisches Spanisches Stadthostel...gute Lage,6116890a-adb3-4aa2-a9b8-08639a18da65,8420e75f-a3c7-4ee2-999b-7f0b0ddb885f
98.0,Leider wurden meine jüngeren Töchter nicht so nett aufgenommen wie ihre ältere Schwester vor einigen Wochen.Das Zimmer war dieses Mal leider hellhörig.  sonst war das Hotel schön und das Restaurant sehr gut.,a11677e9-8c78-4409-a8c6-4c6d84a186a2,326d4bce-1211-48e2-856d-9461e2107de8
96.0,Kleine Zimmer  sehr nettes Personal  gute Betten  hellhörig  Frühstück ok.,71266ca3-2af6-4ddd-937e-85218b10bbc9,3e463d51-19d5-4531-a90e-043d86d238a0
82.0,Nothing to say about this hotel. Everything was Allright. If we gonna stay again in Madrid we would go there,aa79ea8b-4e7a-4272-8f9e-846633b361be,c3e93081-d28b-42de-bce7-fc5577cd1883
92.0,Preis Leistung in Ordnung,b4771620-d827-4b9b-b87e-6acbb1dd93f1,0530a59a-bec3-4da9-971d-a9f4d22ce4e2
80.0,Alles super,fb2297a0-94af-4b15-b7d4-64241c9c0b27,98d390ba-ac20-4112-b41d-0aef9f8dbeff
94.0,Super zentrale Lage  mitten in Madrid. Das Zimmer war modern und sehr geräumig.,566315b4-4cb5-4d8f-b5a4-b74e4bf38b97,2ee724ab-3a40-4573-b324-a10dc4e02b8f
88.0,Das Hostal liegt im Zentrum  alles ist zu Fuss sehr gut erreichbar. Es gibt einen Lift. Die Herren der rezeption sind freundlich. Es gibt jedenTag frische Handtücher  Seife und das Bett wird schön gemacht. Der Boden könnte ab und zu besser feucht aufgenommen werden  denn es wurde staubig. Ganz in der Nähe gab es ein gutes Caffee zum Frühstücken. Schade konnten die Herren keine Empfehlung abgeben  welche Restaurants gut sind. Wir hatten ein Zimmer zum Innenhof und wenn das Fenster auf war  hat man die Nachbarn gut gehört. Uns hat dies aber nicht gestört.,b13e9a7b-b716-42c8-8344-32d8f59e19e1,567f53f6-279d-4a21-9f87-c052d9c1a0ab
76.0,Alles super jederzeit wieder!!!,d14ac620-59cd-4158-b12a-255ed343ceec,f10c01dd-8178-4a60-9ef3-5c1b824fbbfd
90.0,Zweiter Aufenthalt genauso gut wie der erste,e7a20370-b95d-40bd-9fe7-c633a94d56d2,8c244c08-061a-46c1-9f6c-02822c767ff6
96.0,Muy bien la ubicación,f01aa3ba-c74e-4d68-8730-c8b8081cfd81,723bf2b0-5134-4ab9-b21c-4d1cf62bdf96
84.0,Es war alles bestens  personal freundlich  frühstück war gut  cdie lage ist super und sehr zentral. Tolles hotel für die städte-reise.,493031ed-f8a4-421f-9ac5-2fde3dd9fd3b,b8ee541a-c78e-4036-86da-0be9682404c8
80.0,Nel complesso piacevole,c687a206-2101-4e16-9485-5bab453605e4,c4b7b846-006c-497e-805b-486a95ff0abb
92.0,Amazing location! We stayed at Bob W as a family in a bigger room. It was very clean. The booking and check-in process was also super easy and all online.,d32401ae-5ac1-4c64-93f4-a376b0eb351e,e06449c9-c539-4514-863a-0622bad5c412
80.0,Sehr schwierig die Haustüre zu öffnen (hatte vom Vermieter nur hinweismail auf Spanisch bekommen  Passanten mussten mir helfen diese zu übersetzen) Keine Rezeption ( Empfang) vor Ort  sondern alles Online. Türöffner musst 10 Sekunden gedrückt werden bis sich Türe geöffnet hat. Alles andere war komplikationslos und gut.,9ea03c52-66d1-4f9a-8978-2c472296a0a4,13545757-b44c-45fb-85ab-cb770fdff594
90.0,Sehr zentral  sauber  stylish. Preis-Leistung top!,0e65b226-7676-4067-9eb8-724f518e124e,5667b5aa-5552-4b67-a752-ba59b5151ac4
88.0,Das Preis-Leistungsverhältnis passt auf jeden Fall. Das Hotel ist jedoch sehr hellhörig und man wird auch nachts aus dem Schlaf gerissen. Die Zimmer sind etwas älter aber sehr sauber. Die Betten sind bequem. Die Bar war nicht geöffnet. Das Frühstück war in Ordnung. Das Hotel liegt an einer stark befahrenen Straße  aber sowas weiß man vorher. Personal durchweg freundlich.,a85a6a59-2912-463c-a1a0-e7a70bdf272c,614b2454-20fa-4049-9c01-799b1c88069f
90.0,Sehr gut.,aa83c6fa-1c17-4531-921e-ba18ee19daac,5c55a1de-12ba-46a3-bbee-cd3c95e4e29a
80.0,Bezauberndes Familien Zimmer in einem sehr lebhaften und buntem Stadtteil.,031094e8-bf63-4bc3-a455-6a9b807f9a7c,27cc7312-ac2a-4819-9b8e-f3f5ea77f976
94.0,Great hotel in a fantastic location. Absolutely to be recommended.,e9da9671-9ce3-4ddd-a8fc-65f96c9af7cf,81e169b1-2af8-44cc-a81c-226c26aee201
96.0,the check in was slow,c8f0c509-e45a-40dc-8988-47496c85ea30,74ab8f56-934b-4471-954f-f8301b0d1a3d
80.0,Top,64345b43-12f1-4362-90d6-3085b970f097,818a032c-d91b-4eac-a9a1-c4d2f1d8dd68
88.0,..,e890418e-4be1-421a-baa9-b16a68e708be,917a3960-9b47-4efe-92e6-ab10a998268c
86.0,Frühstück und Lage top  der ausgelagerte Hotel-Teil leider etwas heruntergekommen und dann im Preis zu teuer.,d41dff8d-bb95-46ea-a4ea-2077c8bf62fb,a2ef299f-5eb9-4ccd-ba3a-d3032cf0e59d
96.0,Tolles Boutique Hotel in genialer Lage. Alles fußläufig erreichbar und super Restaurants in der Umgebung. Der Service war grandios  hilfsbereit und immer freundlich. Nett war der kleine Cava Empfang beim Check-In!,966f4dc9-5a21-4ce7-893b-89208a5a918a,5cfe0834-2283-48d8-97ba-bd26d51d13ef
86.0,Excelente,8cd48297-d0eb-4876-a68e-4b87481c9551,a655cb35-5687-4cd7-b0cd-7605880fffda
94.0,Un hotel con excelente atención de todo el personal  muy amables y atentos  el hotel muy bonito con una excelente decoración  de primera calidad  super bien ubicado  definitivamente volvería a Brach Hotel!,e2fbd868-aa71-4a05-9f35-ea15e25b6696,cef48728-26b9-421e-a09b-555e1c24452d
92.0,Das Personal war sehr nett. Die Zimmer waren sauber  aber etwas zu klein.,33ee18f3-a2f7-41aa-9d17-7dd36988bd1b,f7084c3c-9cea-459e-9797-b4b16def8ac5
96.0,Vorteile: -Toplage  alle Sehenswürdigkeiten in Fußnähe  viele Einkaufsmöglickeiten  tolle Bars und Restaurants in der Nähe -Sehr sauber  gemütlich und modern  sehr gut ausgestattete Küche -auch wenn kein Personal vor Ort- gute Erreichbarkeit und Kommunikation Nachteil: sehr kompliziertes und aufwendiges Registrierungsverfahren  was jedoch sehr wahrscheinlich an den spanischen Vorschriften liegt. Somit nicht wirklich zum Nachteil der Unterkunft. Kein Reinigungsservice  was bei längeren Aufenthalten zum Nachteil werden kann,4f6342b9-675c-43bb-a205-f27a60466207,3a40f448-bc34-4b9c-bd6b-f102d6731249
86.0,Communication before check in was terrible  phone number didnt work for me and noone answered email for hours. Last night of stay  random alarm went off in room at 4:30 am and I sent an email because I already knew phone didnt work and they told me to take a video but the alarm stopped. They also told me that they have no indication of an alarm in my room and again to take a video. I told them again that the alarm stopped already. I asked them what kind of alarm it could be? I didnt feel safe afte that and couldnt get back to sleep. I left 3 hours later,4551ad67-8d49-40ee-9527-b2fd3fadfa8f,dca63918-10bf-4e65-a2a0-b05b8d726f67
96.0,Kurz gesagt: alles top  kein Grund zum Klagen,9f7979e3-0446-40a4-8123-adb70f5efcd2,2a2dbaa1-c8b0-4af0-8207-55ebace66d9d
90.0,Einchecken und auschecken kein Problem  während des Wartens kann man sich einen Kaffee machen. Der Supermarkt ist gleich nebenan  was praktisch ist. Unser. Zimmer lag im 1. Stock zur Straße hin. Im Treppenhaus hängt eine Gardine  die vor Dreck starrt. Das Zimmer war sauber aber unpraktisch  keine Ablagemöglichkeit im Bad  es roch sehr unangenehm und wir haben den Geruch trotz ständigen Lüftens und Raumduft nicht wirklich beseitigen können. Die AusstTtung der Kitchenette war eher dürftig  eine Waschmaschine war vorhanden  diese hätten wir nicht gebraucht. Pfanne Fehlanzeige genauso wie Kaffeebecher oder eine Klobürste. Auch die Ausstattung an Handtüchern für 2 Personen war dürftig  1 großes Handtuch  zwei kleine  kein Geschirrtuch. Nett waren die Blumen im Zimmer und drei Kaffeekapseln.,c5ba9139-5e44-4778-a2f3-e27ae7a6c5ae,73777da4-cc79-4c66-b208-5abbc282b166
92.0,Une belle expérience,a524f316-230f-4b86-9936-35fe7dae46a5,0bd68c2f-c667-4a3d-a9c6-10860a9239d8
88.0,Schickes Tolles Hotel  Mitten im Zentrum  Freundliches Personal und ausgezeichnetes Frühstück,cd61cc08-8b40-42b7-9bca-437055099f3d,b973ec00-95ee-4fdf-9a4f-e12263e9fcb4
92.0,.,54cbfa82-b9b3-46b4-bf2a-27f661f81e77,400973d8-568f-48cc-a6fe-6fb9c449c873
90.0,Das Appartement war in einer ruhigen Lage und sehr nahe an der MetroStation,71ff92fb-ee73-4610-b151-a531568834a2,3ceba1be-aa41-4e82-8bc3-94192843c620
48.0,Toda la estancia fue muy agradable  sistema de check-in/check-out rápido  fácil y cómodo.,dff640a1-6795-49d5-a3f9-b950d4678f6b,dd7de141-d3e6-48b5-bfcd-5a7ff1ecce88
80.0,I would recommend it!,5d31c23b-ca7e-42a7-b75f-4350b753a29e,c843eccf-b2c0-425b-a035-64bc7fd4e75b
82.0,Sehr Zentral . Preis leistung Verhältniss. Personal sehr hilfsbereit.,50d3a0b8-4e1c-4242-9b45-3db5de9f748e,14096c99-67bd-46eb-b2a1-bcdf400efcc9
88.0,Great location  liked the atmosphere and a nice roof bar,cc37d252-73da-494e-a13b-b62e83ec1257,f61fc74e-c8ba-42e9-9873-be344b700f3b
